unit_index,task,band,dyad,ch1,ch2,observed_effect,p_label_maxT,p_time_maxT,p_crossgroup_partner_maxT,prior_time_partner_pass,dyad_null_mean,dyad_null_sd,dyad_observed_studentized,p_within_triad_dyad_maxT,within_triad_dyad_pass,all_four_null_layers_pass
3801,decision,beta,pair13,Fp2,C3,0.06666519492864609,0.009598080383923215,0.000999000999000999,0.000999000999000999,True,0.036757461487315596,0.011177696519237272,2.6756616079044604,0.03696303696303696,True,True
4166,decision,beta,pair23,Fp2,C4,0.07492471486330032,0.010397920415916816,0.000999000999000999,0.000999000999000999,True,0.058538422847166656,0.011740851308406129,1.3956647252999048,0.7302697302697303,False,False
4877,decision,gamma,pair13,Fp1,O1,0.07950081676244736,0.03259348130373925,0.000999000999000999,0.000999000999000999,True,0.05994507212005556,0.01426023444785641,1.371348045777144,0.7422577422577422,False,False
4900,decision,gamma,pair13,Fp2,T6,0.06815589219331741,0.018196360727854428,0.000999000999000999,0.000999000999000999,True,0.0534643002897501,0.01308999120131344,1.122353077066482,0.8861138861138861,False,False
4994,decision,gamma,pair13,F7,F8,0.07844460010528564,0.017196560687862426,0.000999000999000999,0.000999000999000999,True,0.038116510760504756,0.011051389667645796,3.6491419231054687,0.001998001998001998,True,True
5317,decision,gamma,pair23,O1,F8,0.06208242103457451,0.026394721055788842,0.000999000999000999,0.000999000999000999,True,0.05333985066693276,0.013541210602437233,0.6456269401842258,0.993006993006993,False,False
8156,feedback,beta,pair13,T3,C4,0.0889776349067688,0.017996400719856028,0.000999000999000999,0.000999000999000999,True,0.044281300550326703,0.015184563902189098,2.9435375717308814,0.011988011988011988,True,True
