unit_index,task,band,dyad,ch1_index,ch2_index,ch1,ch2,observed_effect,observed_studentized,p_label_unadjusted,p_label_maxT,label_candidate
3748,decision,beta,pair13,7,5,Cz,C4,0.06116567552089691,2.5326719284057617,0.008998200359928014,1.0,False
3749,decision,beta,pair13,7,6,Cz,P4,0.029951393604278564,1.5198547840118408,0.1261747650469906,1.0,False
3750,decision,beta,pair13,7,7,Cz,Cz,0.06818363070487976,3.5829033851623535,0.0005998800239952009,0.9250149970005999,False
3751,decision,beta,pair13,7,8,Cz,Pz,0.047402314841747284,2.3570480346679688,0.019596080783843232,1.0,False
3752,decision,beta,pair13,7,9,Cz,Fp1,0.02409743331372738,1.4612805843353271,0.14977004599080185,1.0,False
3753,decision,beta,pair13,7,10,Cz,Fp2,0.015623449347913265,0.8671665787696838,0.3867226554689062,1.0,False
3754,decision,beta,pair13,7,11,Cz,T3,0.0013737985864281654,0.11647732555866241,0.9038192361527695,1.0,False
3755,decision,beta,pair13,7,12,Cz,T5,0.0274316668510437,2.0813040733337402,0.03679264147170566,1.0,False
3756,decision,beta,pair13,7,13,Cz,O1,0.015986237674951553,0.8910993933677673,0.378124375124975,1.0,False
3757,decision,beta,pair13,7,14,Cz,O2,0.000344877946190536,0.02912457287311554,0.9762047590481904,1.0,False
3758,decision,beta,pair13,7,15,Cz,F7,0.05373300611972809,3.1089136600494385,0.001999600079984003,1.0,False
3759,decision,beta,pair13,7,16,Cz,F8,0.04452476650476456,2.93139910697937,0.003599280143971206,1.0,False
3760,decision,beta,pair13,7,17,Cz,T6,0.03473502770066261,1.8504911661148071,0.0665866826634673,1.0,False
3761,decision,beta,pair13,7,18,Cz,T4,0.04097424075007439,2.744408369064331,0.007998400319936013,1.0,False
3762,decision,beta,pair13,8,0,Pz,P3,0.023562129586935043,1.495456576347351,0.1347730453909218,1.0,False
3763,decision,beta,pair13,8,1,Pz,C3,0.03557424247264862,1.5314362049102783,0.13277344531093782,1.0,False
3764,decision,beta,pair13,8,2,Pz,F3,0.06262873113155365,2.944122552871704,0.003999200159968006,1.0,False
3765,decision,beta,pair13,8,3,Pz,Fz,0.06351301074028015,3.400305986404419,0.0003999200159968006,0.996000799840032,False
3766,decision,beta,pair13,8,4,Pz,F4,0.044603172689676285,2.5002024173736572,0.010197960407918417,1.0,False
3767,decision,beta,pair13,8,5,Pz,C4,0.03316986933350563,2.064340829849243,0.041991601679664065,1.0,False
3768,decision,beta,pair13,8,6,Pz,P4,0.010330812074244022,0.5803127288818359,0.5576884623075385,1.0,False
3769,decision,beta,pair13,8,7,Pz,Cz,0.03616958111524582,2.0500683784484863,0.04039192161567687,1.0,False
3770,decision,beta,pair13,8,8,Pz,Pz,0.023880669847130775,1.2529857158660889,0.21595680863827235,1.0,False
3771,decision,beta,pair13,8,9,Pz,Fp1,0.031991396099328995,2.0797119140625,0.04019196160767846,1.0,False
3772,decision,beta,pair13,8,10,Pz,Fp2,0.036317937076091766,2.2572529315948486,0.022795440911817635,1.0,False
3773,decision,beta,pair13,8,11,Pz,T3,0.048427511006593704,2.758629322052002,0.004599080183963208,1.0,False
3774,decision,beta,pair13,8,12,Pz,T5,0.038011688739061356,2.1054108142852783,0.033793241351729654,1.0,False
3775,decision,beta,pair13,8,13,Pz,O1,0.019525596871972084,1.4248079061508179,0.15436912617476506,1.0,False
3776,decision,beta,pair13,8,14,Pz,O2,0.015415919944643974,1.0092456340789795,0.3167366526694661,1.0,False
3777,decision,beta,pair13,8,15,Pz,F7,0.05202903971076012,3.09725284576416,0.0009998000399920016,1.0,False
3778,decision,beta,pair13,8,16,Pz,F8,0.04541696608066559,2.918424367904663,0.003599280143971206,1.0,False
3779,decision,beta,pair13,8,17,Pz,T6,0.028644420206546783,1.5286455154418945,0.1285742851429714,1.0,False
3780,decision,beta,pair13,8,18,Pz,T4,0.02369704842567444,1.5568495988845825,0.11997600479904019,1.0,False
3781,decision,beta,pair13,9,0,Fp1,P3,0.019360631704330444,1.2293559312820435,0.22175564887022595,1.0,False
3782,decision,beta,pair13,9,1,Fp1,C3,0.03744511678814888,2.6336262226104736,0.0057988402319536095,1.0,False
3783,decision,beta,pair13,9,2,Fp1,F3,0.03363773226737976,2.246535301208496,0.02579484103179364,1.0,False
3784,decision,beta,pair13,9,3,Fp1,Fz,0.04342437535524368,2.8294384479522705,0.003999200159968006,1.0,False
3785,decision,beta,pair13,9,4,Fp1,F4,0.03957710787653923,2.590047597885132,0.009798040391921616,1.0,False
3786,decision,beta,pair13,9,5,Fp1,C4,0.044825926423072815,2.389446973800659,0.016796640671865627,1.0,False
3787,decision,beta,pair13,9,6,Fp1,P4,0.03822296857833862,2.4541094303131104,0.014597080583883223,1.0,False
3788,decision,beta,pair13,9,7,Fp1,Cz,0.019319787621498108,1.139699935913086,0.26394721055788845,1.0,False
3789,decision,beta,pair13,9,8,Fp1,Pz,0.05569317936897278,3.701331377029419,0.0003999200159968006,0.792241551689662,False
3790,decision,beta,pair13,9,9,Fp1,Fp1,0.03826440870761871,2.5106537342071533,0.01219756048790242,1.0,False
3791,decision,beta,pair13,9,10,Fp1,Fp2,0.04249580577015877,2.886016607284546,0.003999200159968006,1.0,False
3792,decision,beta,pair13,9,11,Fp1,T3,0.025797665119171143,1.8653780221939087,0.05898820235952809,1.0,False
3793,decision,beta,pair13,9,12,Fp1,T5,0.03090973198413849,2.0589730739593506,0.03979204159168166,1.0,False
3794,decision,beta,pair13,9,13,Fp1,O1,0.03565150871872902,2.1221132278442383,0.03499300139972006,1.0,False
3795,decision,beta,pair13,9,14,Fp1,O2,0.03046068176627159,2.213986873626709,0.026394721055788842,1.0,False
3796,decision,beta,pair13,9,15,Fp1,F7,0.02939062938094139,2.0098960399627686,0.047390521895620874,1.0,False
3797,decision,beta,pair13,9,16,Fp1,F8,0.039818137884140015,2.8094842433929443,0.004999000199960008,1.0,False
3798,decision,beta,pair13,9,17,Fp1,T6,0.050908755511045456,3.3769917488098145,0.0009998000399920016,0.9974005198960207,False
3799,decision,beta,pair13,9,18,Fp1,T4,0.03235156834125519,2.287379264831543,0.01979604079184163,1.0,False
3800,decision,beta,pair13,10,0,Fp2,P3,0.0517863854765892,3.385568857192993,0.0007998400319936012,0.9968006398720256,False
3801,decision,beta,pair13,10,1,Fp2,C3,0.06666519492864609,4.70139741897583,0.0001999600079984003,0.009598080383923215,True
3802,decision,beta,pair13,10,2,Fp2,F3,0.030242670327425003,1.8979506492614746,0.0595880823835233,1.0,False
3803,decision,beta,pair13,10,3,Fp2,Fz,0.029762886464595795,1.9732035398483276,0.05018996200759848,1.0,False
3804,decision,beta,pair13,10,4,Fp2,F4,0.014191518537700176,0.89820396900177,0.3667266546690662,1.0,False
3805,decision,beta,pair13,10,5,Fp2,C4,0.05254586040973663,3.212954521179199,0.0015996800639872025,1.0,False
3806,decision,beta,pair13,10,6,Fp2,P4,0.04359225928783417,3.168733835220337,0.001999600079984003,1.0,False
3807,decision,beta,pair13,10,7,Fp2,Cz,0.02004128508269787,1.250541090965271,0.20975804839032194,1.0,False
3808,decision,beta,pair13,10,8,Fp2,Pz,0.05795423686504364,3.544351816177368,0.0005998800239952009,0.9502099580083984,False
3809,decision,beta,pair13,10,9,Fp2,Fp1,0.0385129377245903,2.570524215698242,0.009398120375924815,1.0,False
3810,decision,beta,pair13,10,10,Fp2,Fp2,0.015060982666909695,0.9636796712875366,0.33293341331733656,1.0,False
3811,decision,beta,pair13,10,11,Fp2,T3,0.014259087853133678,1.0357381105422974,0.3085382923415317,1.0,False
3812,decision,beta,pair13,10,12,Fp2,T5,0.028439823538064957,2.029113292694092,0.03979204159168166,1.0,False
3813,decision,beta,pair13,10,13,Fp2,O1,0.04284370318055153,2.8080954551696777,0.005198960207958408,1.0,False
3814,decision,beta,pair13,10,14,Fp2,O2,0.04340390861034393,3.204555034637451,0.0015996800639872025,1.0,False
3815,decision,beta,pair13,10,15,Fp2,F7,0.019317330792546272,1.275968313217163,0.20575884823035392,1.0,False
3816,decision,beta,pair13,10,16,Fp2,F8,0.047928545624017715,3.484435796737671,0.0005998800239952009,0.9782043591281744,False
3817,decision,beta,pair13,10,17,Fp2,T6,0.03102242946624756,2.2561278343200684,0.02299540091981604,1.0,False
3818,decision,beta,pair13,10,18,Fp2,T4,0.044277604669332504,2.740422487258911,0.005598880223955209,1.0,False
3819,decision,beta,pair13,11,0,T3,P3,0.03472309932112694,2.0960421562194824,0.03439312137572485,1.0,False
3820,decision,beta,pair13,11,1,T3,C3,0.033479269593954086,1.7367589473724365,0.08178364327134573,1.0,False
3821,decision,beta,pair13,11,2,T3,F3,0.03727668523788452,2.437457323074341,0.01279744051189762,1.0,False
3822,decision,beta,pair13,11,3,T3,Fz,0.017266370356082916,1.0932353734970093,0.27274545090981805,1.0,False
3823,decision,beta,pair13,11,4,T3,F4,0.03726768493652344,3.2764410972595215,0.001799640071985603,0.9998000399920016,False
3824,decision,beta,pair13,11,5,T3,C4,-0.004028452560305595,-0.22887557744979858,0.8170365926814637,1.0,False
3825,decision,beta,pair13,11,6,T3,P4,0.025234680622816086,1.42481529712677,0.15696860627874426,1.0,False
3826,decision,beta,pair13,11,7,T3,Cz,0.05208038166165352,2.7076878547668457,0.004799040191961607,1.0,False
3827,decision,beta,pair13,11,8,T3,Pz,0.051898516714572906,3.6635801792144775,0.0005998800239952009,0.8440311937612478,False
3828,decision,beta,pair13,11,9,T3,Fp1,0.04859447851777077,2.973992109298706,0.001799640071985603,1.0,False
3829,decision,beta,pair13,11,10,T3,Fp2,0.029503362253308296,1.7945479154586792,0.07318536292741452,1.0,False
3830,decision,beta,pair13,11,11,T3,T3,0.0032902322709560394,0.20724107325077057,0.8294341131773645,1.0,False
3831,decision,beta,pair13,11,12,T3,T5,0.05205514281988144,2.810039520263672,0.004999000199960008,1.0,False
3832,decision,beta,pair13,11,13,T3,O1,0.05527478829026222,3.236943483352661,0.0009998000399920016,0.9998000399920016,False
3833,decision,beta,pair13,11,14,T3,O2,0.043790969997644424,2.52044939994812,0.009998000399920015,1.0,False
3834,decision,beta,pair13,11,15,T3,F7,0.034939706325531006,2.734206438064575,0.004399120175964807,1.0,False
3835,decision,beta,pair13,11,16,T3,F8,0.008553949184715748,0.5985761880874634,0.5470905818836233,1.0,False
3836,decision,beta,pair13,11,17,T3,T6,0.03070713020861149,2.523197889328003,0.011797640471905619,1.0,False
3837,decision,beta,pair13,11,18,T3,T4,0.014422465115785599,1.0531480312347412,0.29194161167766447,1.0,False
3838,decision,beta,pair13,12,0,T5,P3,0.01139194704592228,0.5606140494346619,0.5884823035392921,1.0,False
3839,decision,beta,pair13,12,1,T5,C3,0.011675907298922539,0.8021747469902039,0.4321135772845431,1.0,False
3840,decision,beta,pair13,12,2,T5,F3,0.04584962874650955,2.4531445503234863,0.013597280543891222,1.0,False
3841,decision,beta,pair13,12,3,T5,Fz,0.018120117485523224,0.9910383224487305,0.3255348930213957,1.0,False
3842,decision,beta,pair13,12,4,T5,F4,0.04389369860291481,2.2623987197875977,0.01919616076784643,1.0,False
3843,decision,beta,pair13,12,5,T5,C4,0.03343956172466278,2.3276047706604004,0.015996800639872025,1.0,False
3844,decision,beta,pair13,12,6,T5,P4,0.009600392542779446,0.6656060814857483,0.5070985802839432,1.0,False
3845,decision,beta,pair13,12,7,T5,Cz,0.047732096165418625,2.932091474533081,0.003199360127974405,1.0,False
3846,decision,beta,pair13,12,8,T5,Pz,0.02299613505601883,1.4805223941802979,0.13877224555088982,1.0,False
3847,decision,beta,pair13,12,9,T5,Fp1,0.01910419389605522,1.3549256324768066,0.1809638072385523,1.0,False
3848,decision,beta,pair13,12,10,T5,Fp2,0.015053631737828255,1.2002241611480713,0.23115376924615078,1.0,False
3849,decision,beta,pair13,12,11,T5,T3,0.022457443177700043,1.320814847946167,0.19376124775044992,1.0,False
3850,decision,beta,pair13,12,12,T5,T5,0.0166071355342865,1.0769774913787842,0.27834433113377327,1.0,False
3851,decision,beta,pair13,12,13,T5,O1,0.005686829797923565,0.3182806670665741,0.7510497900419916,1.0,False
3852,decision,beta,pair13,12,14,T5,O2,-0.0010398394661024213,-0.04492417722940445,0.9658068386322736,1.0,False
3853,decision,beta,pair13,12,15,T5,F7,0.029831206426024437,1.871636152267456,0.0633873225354929,1.0,False
3854,decision,beta,pair13,12,16,T5,F8,0.0010820470051839948,0.09050976485013962,0.9308138372325535,1.0,False
3855,decision,beta,pair13,12,17,T5,T6,0.019988052546977997,1.124159336090088,0.27214557088582286,1.0,False
3856,decision,beta,pair13,12,18,T5,T4,0.026289794594049454,1.9323313236236572,0.049590081983603276,1.0,False
3857,decision,beta,pair13,13,0,O1,P3,0.04083319380879402,2.5427770614624023,0.011797640471905619,1.0,False
3858,decision,beta,pair13,13,1,O1,C3,0.055040985345840454,3.4725260734558105,0.0005998800239952009,0.9828034393121375,False
3859,decision,beta,pair13,13,2,O1,F3,0.019118642434477806,1.4066638946533203,0.16076784643071385,1.0,False
3860,decision,beta,pair13,13,3,O1,Fz,0.03284411132335663,1.5343188047409058,0.12297540491901619,1.0,False
3861,decision,beta,pair13,13,4,O1,F4,0.005911557003855705,0.37235885858535767,0.7146570685862828,1.0,False
3862,decision,beta,pair13,13,5,O1,C4,0.028402574360370636,2.1622073650360107,0.028794241151769647,1.0,False
3863,decision,beta,pair13,13,6,O1,P4,0.02408883348107338,1.641793131828308,0.10197960407918416,1.0,False
3864,decision,beta,pair13,13,7,O1,Cz,0.03346734493970871,1.662237524986267,0.09678064387122576,1.0,False
3865,decision,beta,pair13,13,8,O1,Pz,0.022709470242261887,1.5001444816589355,0.1341731653669266,1.0,False
3866,decision,beta,pair13,13,9,O1,Fp1,0.05450864136219025,3.397582530975342,0.0009998000399920016,0.9962007598480304,False
3867,decision,beta,pair13,13,10,O1,Fp2,0.03735891729593277,2.1892151832580566,0.028194361127774445,1.0,False
3868,decision,beta,pair13,13,11,O1,T3,0.025795649737119675,2.050255537033081,0.03979204159168166,1.0,False
3869,decision,beta,pair13,13,12,O1,T5,-0.003453421639278531,-0.18312205374240875,0.8568286342731454,1.0,False
3870,decision,beta,pair13,13,13,O1,O1,0.028552699834108353,1.9365838766098022,0.04999000199960008,1.0,False
3871,decision,beta,pair13,13,14,O1,O2,0.01225581020116806,0.7905233502388,0.4277144571085783,1.0,False
3872,decision,beta,pair13,13,15,O1,F7,0.023451868444681168,1.7471656799316406,0.07958408318336332,1.0,False
3873,decision,beta,pair13,13,16,O1,F8,0.05359566584229469,3.345231771469116,0.0007998400319936012,0.999000199960008,False
3874,decision,beta,pair13,13,17,O1,T6,-0.0010703253792598844,-0.042297668755054474,0.9650069986002799,1.0,False
3875,decision,beta,pair13,13,18,O1,T4,0.03687737509608269,2.187225818634033,0.030193961207758448,1.0,False
3876,decision,beta,pair13,14,0,O2,P3,0.036824874579906464,1.9456696510314941,0.05118976204759048,1.0,False
3877,decision,beta,pair13,14,1,O2,C3,0.02020922675728798,1.2660504579544067,0.20975804839032194,1.0,False
3878,decision,beta,pair13,14,2,O2,F3,0.0001397878077114001,0.005174281541258097,0.9962007598480304,1.0,False
3879,decision,beta,pair13,14,3,O2,Fz,0.03480449691414833,2.359212875366211,0.01739652069586083,1.0,False
3880,decision,beta,pair13,14,4,O2,F4,-0.012342676520347595,-0.7611979842185974,0.4511097780443911,1.0,False
3881,decision,beta,pair13,14,5,O2,C4,0.01678432710468769,0.8411069512367249,0.40351929614077187,1.0,False
3882,decision,beta,pair13,14,6,O2,P4,0.036612607538700104,2.1287691593170166,0.03059388122375525,1.0,False
3883,decision,beta,pair13,14,7,O2,Cz,0.028922658413648605,1.9829798936843872,0.042191561687662464,1.0,False
3884,decision,beta,pair13,14,8,O2,Pz,0.029984816908836365,1.6354877948760986,0.10037992401519696,1.0,False
3885,decision,beta,pair13,14,9,O2,Fp1,0.01703931763768196,1.1333922147750854,0.2659468106378724,1.0,False
3886,decision,beta,pair13,14,10,O2,Fp2,0.015939703211188316,1.113616704940796,0.26914617076584685,1.0,False
3887,decision,beta,pair13,14,11,O2,T3,0.00845763087272644,0.5209673643112183,0.5964807038592281,1.0,False
3888,decision,beta,pair13,14,12,O2,T5,-0.0006544205243699253,-0.06223139539361,0.9538092381523695,1.0,False
3889,decision,beta,pair13,14,13,O2,O1,0.029630543664097786,2.097069263458252,0.03419316136772645,1.0,False
3890,decision,beta,pair13,14,14,O2,O2,0.03285928815603256,1.7112300395965576,0.09218156368726255,1.0,False
3891,decision,beta,pair13,14,15,O2,F7,0.02643297240138054,1.8139489889144897,0.06938612277544491,1.0,False
3892,decision,beta,pair13,14,16,O2,F8,0.01517457328736782,1.2717639207839966,0.20455908818236354,1.0,False
3893,decision,beta,pair13,14,17,O2,T6,0.03359441086649895,1.936347246170044,0.05378924215156969,1.0,False
3894,decision,beta,pair13,14,18,O2,T4,0.029259873554110527,2.039530038833618,0.041391721655668866,1.0,False
3895,decision,beta,pair13,15,0,F7,P3,0.026007283478975296,1.5965161323547363,0.11137772445510898,1.0,False
3896,decision,beta,pair13,15,1,F7,C3,0.005963916424661875,0.3565855920314789,0.7228554289142172,1.0,False
3897,decision,beta,pair13,15,2,F7,F3,0.02078787051141262,1.4962247610092163,0.13977204559088183,1.0,False
3898,decision,beta,pair13,15,3,F7,Fz,0.022840140387415886,1.7712132930755615,0.07538492301539693,1.0,False
3899,decision,beta,pair13,15,4,F7,F4,0.021163811907172203,1.396207332611084,0.16616676664667065,1.0,False
3900,decision,beta,pair13,15,5,F7,C4,0.05951904505491257,3.817986249923706,0.0003999200159968006,0.616876624675065,False
3901,decision,beta,pair13,15,6,F7,P4,0.01713009551167488,1.1968433856964111,0.2349530093981204,1.0,False
3902,decision,beta,pair13,15,7,F7,Cz,0.05799153074622154,3.1105852127075195,0.001799640071985603,1.0,False
3903,decision,beta,pair13,15,8,F7,Pz,0.026498112827539444,1.5343738794326782,0.125374925014997,1.0,False
3904,decision,beta,pair13,15,9,F7,Fp1,0.03068271279335022,2.400790214538574,0.015196960607878424,1.0,False
3905,decision,beta,pair13,15,10,F7,Fp2,0.03355514630675316,2.4483354091644287,0.013997200559888023,1.0,False
3906,decision,beta,pair13,15,11,F7,T3,-0.0010723284212872386,-0.07435292750597,0.9330133973205359,1.0,False
3907,decision,beta,pair13,15,12,F7,T5,0.01921704411506653,1.3596726655960083,0.17456508698260348,1.0,False
3908,decision,beta,pair13,15,13,F7,O1,0.029191892594099045,1.8733192682266235,0.0655868826234753,1.0,False
3909,decision,beta,pair13,15,14,F7,O2,0.05583641678094864,3.53271484375,0.0003999200159968006,0.9572085582883423,False
3910,decision,beta,pair13,15,15,F7,F7,0.03078089840710163,1.9842112064361572,0.04619076184763048,1.0,False
3911,decision,beta,pair13,15,16,F7,F8,0.06572794914245605,3.5340535640716553,0.0003999200159968006,0.9568086382723455,False
3912,decision,beta,pair13,15,17,F7,T6,0.058336760848760605,3.3585476875305176,0.0005998800239952009,0.998000399920016,False
3913,decision,beta,pair13,15,18,F7,T4,0.036939654499292374,2.351470947265625,0.01899620075984803,1.0,False
3914,decision,beta,pair13,16,0,F8,P3,0.015458304435014725,1.0755847692489624,0.28574285142971406,1.0,False
3915,decision,beta,pair13,16,1,F8,C3,0.04017272964119911,2.819546699523926,0.003599280143971206,1.0,False
3916,decision,beta,pair13,16,2,F8,F3,0.028989026322960854,1.9570263624191284,0.05118976204759048,1.0,False
3917,decision,beta,pair13,16,3,F8,Fz,0.018689384683966637,1.0696487426757812,0.28694261147770445,1.0,False
3918,decision,beta,pair13,16,4,F8,F4,0.030932137742638588,2.0322306156158447,0.04459108178364327,1.0,False
3919,decision,beta,pair13,16,5,F8,C4,0.03244498744606972,2.0259909629821777,0.04499100179964007,1.0,False
3920,decision,beta,pair13,16,6,F8,P4,0.034643612802028656,2.111585855484009,0.03459308138372325,1.0,False
3921,decision,beta,pair13,16,7,F8,Cz,0.04400729015469551,2.7551751136779785,0.004399120175964807,1.0,False
3922,decision,beta,pair13,16,8,F8,Pz,0.02228732407093048,1.5995771884918213,0.10957808438312337,1.0,False
3923,decision,beta,pair13,16,9,F8,Fp1,0.028054429218173027,1.9352476596832275,0.054989002199560086,1.0,False
3924,decision,beta,pair13,16,10,F8,Fp2,0.02547106146812439,1.9163792133331299,0.05638872225554889,1.0,False
3925,decision,beta,pair13,16,11,F8,T3,0.00026606195024214685,0.02100403979420662,0.9854029194161168,1.0,False
3926,decision,beta,pair13,16,12,F8,T5,0.04271525889635086,2.7339043617248535,0.005198960207958408,1.0,False
3927,decision,beta,pair13,16,13,F8,O1,0.044212233275175095,2.7062737941741943,0.007598480303939212,1.0,False
3928,decision,beta,pair13,16,14,F8,O2,0.042887572199106216,3.3416907787323,0.0015996800639872025,0.999000199960008,False
3929,decision,beta,pair13,16,15,F8,F7,0.021402137354016304,1.7548776865005493,0.07818436312737452,1.0,False
3930,decision,beta,pair13,16,16,F8,F8,0.02705993317067623,1.9076777696609497,0.05298940211957608,1.0,False
3931,decision,beta,pair13,16,17,F8,T6,0.010655771940946579,0.7687827348709106,0.4341131773645271,1.0,False
3932,decision,beta,pair13,16,18,F8,T4,0.02684510312974453,1.8976705074310303,0.060587882423515295,1.0,False
3933,decision,beta,pair13,17,0,T6,P3,0.018881667405366898,1.1843242645263672,0.2439512097580484,1.0,False
3934,decision,beta,pair13,17,1,T6,C3,0.038842275738716125,2.020145893096924,0.04539092181563687,1.0,False
3935,decision,beta,pair13,17,2,T6,F3,0.00681647565215826,0.45241424441337585,0.6452709458108379,1.0,False
3936,decision,beta,pair13,17,3,T6,Fz,0.004533346742391586,0.2220117300748825,0.8212357528494301,1.0,False
3937,decision,beta,pair13,17,4,T6,F4,0.055629923939704895,3.4574694633483887,0.0007998400319936012,0.9880023995200959,False
3938,decision,beta,pair13,17,5,T6,C4,0.017609842121601105,1.0377150774002075,0.3073385322935413,1.0,False
3939,decision,beta,pair13,17,6,T6,P4,0.013066941872239113,0.7319982051849365,0.4657068586282743,1.0,False
3940,decision,beta,pair13,17,7,T6,Cz,-0.004720065742731094,-0.3371490240097046,0.7384523095380924,1.0,False
3941,decision,beta,pair13,17,8,T6,Pz,0.039305057376623154,2.3200247287750244,0.016796640671865627,1.0,False
3942,decision,beta,pair13,17,9,T6,Fp1,0.04763615503907204,3.0800817012786865,0.0011997600479904018,1.0,False
3943,decision,beta,pair13,17,10,T6,Fp2,0.04152322933077812,2.4892430305480957,0.012397520495900819,1.0,False
3944,decision,beta,pair13,17,11,T6,T3,0.01610594429075718,1.0928961038589478,0.28594281143771244,1.0,False
3945,decision,beta,pair13,17,12,T6,T5,0.016937272623181343,1.1613366603851318,0.24595080983803239,1.0,False
3946,decision,beta,pair13,17,13,T6,O1,0.04170755669474602,2.110347032546997,0.03579284143171366,1.0,False
3947,decision,beta,pair13,17,14,T6,O2,0.041192345321178436,2.304480791091919,0.020595880823835233,1.0,False
3948,decision,beta,pair13,17,15,T6,F7,0.04909559711813927,2.943173885345459,0.002999400119976005,1.0,False
3949,decision,beta,pair13,17,16,T6,F8,0.024538137018680573,1.3778281211853027,0.17196560687862428,1.0,False
3950,decision,beta,pair13,17,17,T6,T6,0.01769358664751053,1.0905512571334839,0.27234553089382124,1.0,False
3951,decision,beta,pair13,17,18,T6,T4,0.011800252832472324,0.7545110583305359,0.45990801839632073,1.0,False
3952,decision,beta,pair13,18,0,T4,P3,0.07273665815591812,3.614806652069092,0.0001999600079984003,0.8982203559288142,False
3953,decision,beta,pair13,18,1,T4,C3,0.0059657315723598,0.4597237706184387,0.6384723055388922,1.0,False
3954,decision,beta,pair13,18,2,T4,F3,0.03059765323996544,1.7716888189315796,0.07958408318336332,1.0,False
3955,decision,beta,pair13,18,3,T4,Fz,0.017987139523029327,1.281874418258667,0.1993601279744051,1.0,False
3956,decision,beta,pair13,18,4,T4,F4,0.019488228484988213,1.6063287258148193,0.10417916416716656,1.0,False
3957,decision,beta,pair13,18,5,T4,C4,0.019941411912441254,1.08053457736969,0.2751449710057988,1.0,False
3958,decision,beta,pair13,18,6,T4,P4,-0.013485321775078773,-0.6827889680862427,0.5048990201959608,1.0,False
3959,decision,beta,pair13,18,7,T4,Cz,0.024536794051527977,1.5976264476776123,0.11117776444711058,1.0,False
3960,decision,beta,pair13,18,8,T4,Pz,0.019870012998580933,1.2549625635147095,0.21475704859028194,1.0,False
3961,decision,beta,pair13,18,9,T4,Fp1,0.02441464364528656,1.9702314138412476,0.04999000199960008,1.0,False
3962,decision,beta,pair13,18,10,T4,Fp2,0.01720414124429226,1.41913640499115,0.15276944611077783,1.0,False
3963,decision,beta,pair13,18,11,T4,T3,0.010652336291968822,0.8047956824302673,0.4297140571885623,1.0,False
3964,decision,beta,pair13,18,12,T4,T5,0.025435738265514374,1.3852192163467407,0.16896620675864826,1.0,False
3965,decision,beta,pair13,18,13,T4,O1,0.03981103003025055,2.591965675354004,0.007998400319936013,1.0,False
3966,decision,beta,pair13,18,14,T4,O2,0.046063415706157684,2.4555892944335938,0.011797640471905619,1.0,False
3967,decision,beta,pair13,18,15,T4,F7,0.034204889088869095,2.0208888053894043,0.04619076184763048,1.0,False
3968,decision,beta,pair13,18,16,T4,F8,0.007482436485588551,0.5263887643814087,0.6014797040591882,1.0,False
3969,decision,beta,pair13,18,17,T4,T6,-0.003543294034898281,-0.24357953667640686,0.8128374325134973,1.0,False
3970,decision,beta,pair13,18,18,T4,T4,0.05329553782939911,3.2156121730804443,0.0015996800639872025,1.0,False
3971,decision,beta,pair23,0,0,P3,P3,0.03894342482089996,2.2844326496124268,0.019596080783843232,1.0,False
3972,decision,beta,pair23,0,1,P3,C3,0.02742924727499485,1.634695053100586,0.10517896420715857,1.0,False
3973,decision,beta,pair23,0,2,P3,F3,0.021821415051817894,1.46163010597229,0.14357128574285144,1.0,False
3974,decision,beta,pair23,0,3,P3,Fz,0.02575521543622017,1.9443241357803345,0.05318936212757448,1.0,False
3975,decision,beta,pair23,0,4,P3,F4,0.013528202660381794,0.6817114353179932,0.4977004599080184,1.0,False
3976,decision,beta,pair23,0,5,P3,C4,0.043492965400218964,2.247138261795044,0.022795440911817635,1.0,False
3977,decision,beta,pair23,0,6,P3,P4,0.016673510894179344,0.9668475985527039,0.3313337332533493,1.0,False
3978,decision,beta,pair23,0,7,P3,Cz,0.06654293835163116,2.766982316970825,0.005598880223955209,1.0,False
3979,decision,beta,pair23,0,8,P3,Pz,0.047684602439403534,3.4323103427886963,0.0003999200159968006,0.993001399720056,False
3980,decision,beta,pair23,0,9,P3,Fp1,0.053326673805713654,3.942138671875,0.0001999600079984003,0.43951209758048393,False
3981,decision,beta,pair23,0,10,P3,Fp2,0.03426940739154816,2.2680916786193848,0.022595480903819236,1.0,False
3982,decision,beta,pair23,0,11,P3,T3,0.04096313938498497,2.310943126678467,0.021995600879824034,1.0,False
3983,decision,beta,pair23,0,12,P3,T5,0.018382802605628967,1.088852882385254,0.2793441311737652,1.0,False
3984,decision,beta,pair23,0,13,P3,O1,0.029330279678106308,1.7670938968658447,0.07918416316736653,1.0,False
3985,decision,beta,pair23,0,14,P3,O2,0.015558244660496712,1.1374865770339966,0.251749650069986,1.0,False
3986,decision,beta,pair23,0,15,P3,F7,0.04276439547538757,2.3181705474853516,0.021195760847830435,1.0,False
3987,decision,beta,pair23,0,16,P3,F8,0.022942928597331047,1.290217399597168,0.20355928814237154,1.0,False
3988,decision,beta,pair23,0,17,P3,T6,0.034286968410015106,1.6620839834213257,0.09158168366326734,1.0,False
3989,decision,beta,pair23,0,18,P3,T4,0.019196784123778343,1.2157303094863892,0.22975404919016196,1.0,False
3990,decision,beta,pair23,1,0,C3,P3,0.03381470590829849,1.4851038455963135,0.13977204559088183,1.0,False
