cell_id,scenario,labels_mode,coupling_strength,shared_strength,phase_noise_sd,n_repetitions,n_true_edges,naive_any_detection_rate,naive_any_detection_ci_low,naive_any_detection_ci_high,naive_FWER,naive_FWER_ci_low,naive_FWER_ci_high,mean_naive_sensitivity,mean_naive_sensitivity_ci_low,mean_naive_sensitivity_ci_high,mean_naive_precision,mean_naive_precision_ci_low,mean_naive_precision_ci_high,mean_naive_fpr,mean_naive_fpr_ci_low,mean_naive_fpr_ci_high,mean_naive_f1,mean_naive_f1_ci_low,mean_naive_f1_ci_high,mean_naive_n_detected,mean_naive_n_detected_ci_low,mean_naive_n_detected_ci_high,naive_all_true_recovered_rate,naive_all_true_recovered_ci_low,naive_all_true_recovered_ci_high,naive_zero_false_positives_rate,naive_zero_false_positives_ci_low,naive_zero_false_positives_ci_high,naive_exact_recovery_rate,naive_exact_recovery_ci_low,naive_exact_recovery_ci_high,label_any_detection_rate,label_any_detection_ci_low,label_any_detection_ci_high,label_FWER,label_FWER_ci_low,label_FWER_ci_high,mean_label_sensitivity,mean_label_sensitivity_ci_low,mean_label_sensitivity_ci_high,mean_label_precision,mean_label_precision_ci_low,mean_label_precision_ci_high,mean_label_fpr,mean_label_fpr_ci_low,mean_label_fpr_ci_high,mean_label_f1,mean_label_f1_ci_low,mean_label_f1_ci_high,mean_label_n_detected,mean_label_n_detected_ci_low,mean_label_n_detected_ci_high,label_all_true_recovered_rate,label_all_true_recovered_ci_low,label_all_true_recovered_ci_high,label_zero_false_positives_rate,label_zero_false_positives_ci_low,label_zero_false_positives_ci_high,label_exact_recovery_rate,label_exact_recovery_ci_low,label_exact_recovery_ci_high,full_any_detection_rate,full_any_detection_ci_low,full_any_detection_ci_high,full_FWER,full_FWER_ci_low,full_FWER_ci_high,mean_full_sensitivity,mean_full_sensitivity_ci_low,mean_full_sensitivity_ci_high,mean_full_precision,mean_full_precision_ci_low,mean_full_precision_ci_high,mean_full_fpr,mean_full_fpr_ci_low,mean_full_fpr_ci_high,mean_full_f1,mean_full_f1_ci_low,mean_full_f1_ci_high,mean_full_n_detected,mean_full_n_detected_ci_low,mean_full_n_detected_ci_high,full_all_true_recovered_rate,full_all_true_recovered_ci_low,full_all_true_recovered_ci_high,full_zero_false_positives_rate,full_zero_false_positives_ci_low,full_zero_false_positives_ci_high,full_exact_recovery_rate,full_exact_recovery_ci_low,full_exact_recovery_ci_high,mean_raw_auprc,mean_raw_auprc_ci_low,mean_raw_auprc_ci_high,mean_label_score_auprc,mean_label_score_auprc_ci_low,mean_label_score_auprc_ci_high,mean_raw_topk_recall,mean_raw_topk_recall_ci_low,mean_raw_topk_recall_ci_high
R_TRUE_2_1,sparse_true,empirical,0.6,0.0,0.06,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.1118206834018903,0.10696977038661994,0.11697902023742386,0.23333333333333336,0.22266666666666665,0.24419047619047618,0.20068551895819264,0.19292001291505378,0.2086530241210064,27.5,26.3995,28.74,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.24654045954045953,0.24025939060939064,0.2525826173826174,0.08838095238095237,0.08533333333333332,0.09142857142857143,0.39500840336134446,0.38706575630252094,0.4030944327731092,12.28,11.94,12.62,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.96,0.8653990931249297,0.9889611156723802,nan,nan,nan,0.28,0.21333333333333332,0.3533333333333333,0.26220238095238096,0.18937375992063488,0.3331485615079364,0.024,0.02019047619047619,0.02761904761904762,0.2500952380952381,0.19280158730158728,0.31056150793650794,3.36,2.94,3.8,0.02,0.003539259271646236,0.10495443589637815,0.08,0.03154951408859298,0.18838246918342838,0.0,6.938893903907228e-18,0.07134759913335872,0.410499518999519,0.3672796476671476,0.4579798941798941,0.27045454545454545,0.2681818181818182,0.2722727272727273,0.2533333333333333,0.19333333333333333,0.3133333333333333
R_TRUE_2_2,sparse_true,empirical,0.6,0.0,0.1,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.11601501899471517,0.11133569049855499,0.12110328120116028,0.22323809523809518,0.2133333333333333,0.2333333333333333,0.20745678664642997,0.19980048428946537,0.21567138103244496,26.44,25.3995,27.48,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.2528711288711289,0.24740012487512483,0.2581369380619381,0.08514285714285713,0.08266666666666665,0.0878095238095238,0.4032717086834733,0.39614957983193266,0.4100348389355742,11.94,11.68,12.22,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.78,0.6475845041874634,0.8724608402978559,nan,nan,nan,0.13333333333333333,0.08,0.18666666666666668,0.23504273504273507,0.14529914529914528,0.32916666666666605,0.010476190476190477,0.008380952380952383,0.01276190476190476,0.14933333333333335,0.09133333333333332,0.20734999999999992,1.5,1.22,1.8,0.0,6.938893903907228e-18,0.07134759913335872,0.28,0.17474170665911232,0.4166512369595657,0.0,6.938893903907228e-18,0.07134759913335872,0.45805747955747955,0.4098755170755171,0.5101254208754208,0.2713636363636364,0.2695454545454546,0.2727272727272727,0.32666666666666666,0.26666666666666666,0.3933333333333333
R_TRUE_2_3,sparse_true,empirical,0.6,0.0,0.14,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.12771376106154123,0.12188948315621821,0.1334525567866548,0.20133333333333334,0.19104761904761902,0.21257142857142852,0.2258869146777125,0.2165677069189802,0.23456449531193824,24.14,23.0,25.300999999999995,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.2641108891108891,0.26002497502497507,0.26825174825174825,0.08,0.07828571428571429,0.08209523809523808,0.41763025210084026,0.41220168067226887,0.42263025210084026,11.4,11.22,11.62,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.58,0.4423344176857823,0.7062499664528802,nan,nan,nan,0.08666666666666666,0.053166666666666675,0.12666666666666665,0.3793103448275862,0.22413793103448276,0.5517241379310345,0.0051428571428571435,0.0032380952380952383,0.007238095238095239,0.122,0.066,0.184,0.8,0.58,1.04,0.0,6.938893903907228e-18,0.07134759913335872,0.6,0.4618143774758936,0.7239161026974346,0.0,6.938893903907228e-18,0.07134759913335872,0.4137260702260701,0.37511148989898985,0.4531950697450696,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.26666666666666666,0.21333333333333332,0.31999999999999995
R_TRUE_3_1,sparse_true,empirical,0.85,0.0,0.06,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.1495776173906689,0.14149629365756167,0.15819798415399036,0.16914285714285712,0.16,0.17942857142857138,0.2591136562081888,0.24703003034506316,0.27119519175003964,20.76,19.6795,21.76,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.2665734265734266,0.26314685314685315,0.2696853146853147,0.07885714285714286,0.07752380952380954,0.0803809523809524,0.4207857142857142,0.4162839285714285,0.4246446428571428,11.28,11.14,11.44,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.5066666666666666,0.4333333333333333,0.58,0.31215873015873014,0.2682829365079365,0.36163531746031746,0.03238095238095238,0.028761904761904766,0.03619047619047619,0.37624386724386727,0.3238402958152958,0.42535007215007226,4.92,4.46,5.36,0.1,0.04347576493189041,0.21360231437479654,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.47599663299663303,0.42765214646464644,0.5277382455507454,0.2722727272727273,0.27136363636363636,0.2727272727272727,0.3533333333333333,0.2866666666666666,0.42
R_TRUE_3_2,sparse_true,empirical,0.85,0.0,0.1,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.1576810309670587,0.14997039881141577,0.16480793571519864,0.1579047619047619,0.14895238095238095,0.16704761904761903,0.2715242141371207,0.2609669130049102,0.28250448003052125,19.58,18.7,20.52,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.2713636363636364,0.2695454545454546,0.2727272727272727,0.07676190476190477,0.0761904761904762,0.07752380952380954,0.42685714285714277,0.4245714285714285,0.4285714285714285,11.06,11.0,11.14,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.96,0.8653990931249297,0.9889611156723802,nan,nan,nan,0.2333333333333333,0.15999999999999998,0.3066666666666667,0.2552083333333333,0.17881944444444442,0.34028645833333326,0.016952380952380955,0.014285714285714289,0.01961904761904762,0.2260793650793651,0.15875555555555554,0.2976527777777777,2.48,2.1,2.84,0.02,0.003539259271646236,0.10495443589637815,0.1,0.04347576493189041,0.21360231437479654,0.0,6.938893903907228e-18,0.07134759913335872,0.42562433862433857,0.38405499639249635,0.46602186748436747,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.29333333333333333,0.2333333333333333,0.3533333333333333
R_TRUE_3_3,sparse_true,empirical,0.85,0.0,0.14,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.15901687191004057,0.1507766098800954,0.16801715720245786,0.15771428571428572,0.1483809523809524,0.16799999999999998,0.27319138725158404,0.2603304006974497,0.2853400480228928,19.56,18.4995,20.6005,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.2681818181818182,0.26545454545454544,0.27045454545454545,0.0780952380952381,0.07714285714285715,0.07923809523809525,0.42285714285714276,0.4194285714285714,0.4257142857142856,11.2,11.1,11.3,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.64,0.501410168761127,0.7586125034815325,nan,nan,nan,0.1533333333333333,0.1,0.20666666666666667,0.4817708333333333,0.33333333333333337,0.6302083333333333,0.005523809523809525,0.0034285714285714293,0.00780952380952381,0.19704761904761903,0.12769761904761903,0.26705476190476185,1.04,0.78,1.32,0.0,6.938893903907228e-18,0.07134759913335872,0.58,0.4423344176857823,0.7062499664528802,0.0,6.938893903907228e-18,0.07134759913335872,0.4287202982202982,0.38643572631072626,0.4730107744107743,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2866666666666666,0.23333333333333336,0.3399999999999999
R_MIX_1_1,sparse_true_plus_group_shared,empirical,0.35,0.6,0.06,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.20666666666666667,0.14,0.2733333333333333,0.0306449762647371,0.020650964593569503,0.04143441291422736,0.18647619047619046,0.1748571428571428,0.19904761904761903,0.053122718935159276,0.036290018502926465,0.07243444661726052,20.2,18.92,21.54,0.02,0.003539259271646236,0.10495443589637815,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.058461549456889673,0.041866946912867554,0.0789817100003193,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.03333333333333333,0.006666666666666666,0.06666666666666667
R_MIX_1_2,sparse_true_plus_group_shared,empirical,0.35,0.6,0.1,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.08666666666666666,0.04666666666666666,0.13333333333333333,0.027134643134643133,0.01418947718947719,0.041008294483294475,0.07961904761904763,0.07142380952380951,0.08799999999999997,0.04099800199800199,0.02190168165168165,0.06240841658341657,8.62,7.78,9.52,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.06001341473961155,0.03972163292250142,0.08769186172542483,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.026666666666666665,0.0,0.06
R_MIX_1_3,sparse_true_plus_group_shared,empirical,0.35,0.6,0.14,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.026666666666666665,0.006666666666666666,0.05333333333333333,0.020555555555555553,0.0022222222222222222,0.04612499999999992,0.049333333333333326,0.042857142857142844,0.056190476190476187,0.021492063492063493,0.003333333333333333,0.04431904761904761,5.26,4.5595,6.020499999999997,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.03602343509111958,0.03185182675984001,0.040639680465398884,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0
R_MIX_2_1,sparse_true_plus_group_shared,empirical,0.6,0.6,0.06,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.33333333333333326,0.26666666666666666,0.40666666666666657,0.04050102076849557,0.03175751092393958,0.04902852611499385,0.22552380952380952,0.2137142857142857,0.2396190476190476,0.0719842228012543,0.05736277546293411,0.0873069860453582,24.68,23.42,26.08,0.02,0.003539259271646236,0.10495443589637815,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.43556809747986214,0.389715110760699,0.484209413598384,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.3,0.23983333333333332,0.3666666666666666
R_MIX_2_2,sparse_true_plus_group_shared,empirical,0.6,0.6,0.1,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.16,0.1,0.22016666666666576,0.059370074370074376,0.0372113455988456,0.08330460234210232,0.08057142857142857,0.07314285714285713,0.08895238095238094,0.08336979686979687,0.05297560356310356,0.11563225108225106,8.94,8.14,9.76,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.46365153004177395,0.4145110387692704,0.5180471824359019,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.32666666666666666,0.25999999999999995,0.3999999999999999
R_MIX_2_3,sparse_true_plus_group_shared,empirical,0.6,0.6,0.14,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.98,0.8950455641036219,0.9964607407283539,nan,nan,nan,0.05999999999999999,0.026666666666666665,0.0934999999999991,0.049173955296404274,0.019720602526724976,0.0861078717201166,0.03180952380952381,0.02685714285714286,0.036761904761904766,0.050555555555555555,0.021105555555555554,0.08222222222222224,3.52,3.0,4.08,0.0,6.938893903907228e-18,0.07134759913335872,0.02,0.003539259271646236,0.10495443589637815,0.0,6.938893903907228e-18,0.07134759913335872,0.5177584356062616,0.464339001155849,0.5730812987535815,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.4133333333333332,0.3533333333333333,0.4734999999999992
R_MIX_3_1,sparse_true_plus_group_shared,empirical,0.85,0.6,0.06,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.33333333333333326,0.27333333333333326,0.3999999999999999,0.03669713290506221,0.029556196912198053,0.044145718725296955,0.252,0.23961428571428564,0.26476190476190475,0.0659858719724987,0.052436321701361845,0.07959052581044891,27.46,26.1595,28.7605,0.02,0.003539259271646236,0.10495443589637815,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.42711255411255405,0.38138926166426174,0.4792942279942279,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.2533333333333333,0.19333333333333333,0.31999999999999995
R_MIX_3_2,sparse_true_plus_group_shared,empirical,0.85,0.6,0.1,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.12,0.06666666666666667,0.1733333333333333,0.0373948273948274,0.02241738122988123,0.05404371323121323,0.08095238095238097,0.07523333333333332,0.08723809523809523,0.05658008658008658,0.03161785714285714,0.0817630952380952,8.86,8.2,9.540499999999996,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.46142544492544496,0.41051349807599813,0.5119887385762385,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.28,0.22,0.34
R_MIX_3_3,sparse_true_plus_group_shared,empirical,0.85,0.6,0.14,50,3,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,1.0,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,1.0,1.0,1.0,0.05405405405405405,0.05405405405405405,0.05405405405405405,108.0,108.0,108.0,1.0,0.9286524008666414,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,1.0,0.9286524008666414,1.0,nan,nan,nan,0.04666666666666667,0.02,0.08,0.025032467532467528,0.008333333333333333,0.046667478354978344,0.03619047619047619,0.03142857142857143,0.04114285714285714,0.03131890331890332,0.011301587301587302,0.05611572871572871,3.94,3.4,4.52,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.0,6.938893903907228e-18,0.07134759913335872,0.48250240500240493,0.4367816618566618,0.530666378066378,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.30666666666666664,0.24,0.36666666666666664
